"projectNr" "projectRegion" "sponsor" "Approved" "Signed" "enterpriseBase" "totalProjectCost" "riskManagement" "guarantee" "loan" "equity" "URL"
"25788" "Sub-Saharan Africa" "Umeme is wholly owned by CDC Group plc, formerly the Commonwealth Development Corporation (CDC) of the United Kingdom.  CDC is a UK government-owned company, based in the United Kingdom, with investment assets mainly in the emerging markets of Africa, Asia, Latin America, but with its main emphasis in sub-Saharan Africa and South Asia.  It has an asset base of US$4 billion of which approximately 8% is currently in the power sector.  Umeme is its sole investment in the power distribution sector but is actively pursuing acquisition seeking to increase its investments in the emerging markets. All of CDC’s shares in Umeme are expected to be transferred to Actis Infrastructure Fund 2, an emerging markets infrastructure fund managed by Actis, in 2009 following receipt of the consents from the authorities.   Actis is a global private equity fund manager specializing in emerging markets.  It was created as a spinout from CDC in 2004 when its management acquired majority ownership and control over its investment strategy and operations.  Actis manages over US$5 billion of funds and has over 100 investment professionals in 12 offices throughout Africa, China, Latin America, South and South East Asia." "2009-06-20" "2009-06-26" "South Africa" "The total project cost is estimated at $50 million, of which $20 million would be funded in the form of an A loan and $5 million in the form of equity or C loan from IFC.  The balance would be contributed by internal cash generations." "" "" "25" "" "http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/6472e06aca566b29852576ba000e2d7f?OpenDocument http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/8d5e2b84481ac4e6852576ba000e2d41?OpenDocument"
"25790" NA "The Fund will be managed by Samara Capital Management Limited (Samara or the Fund Manager), whose three partners  include Mr. Sumeet Narang, Mr. Gautam Gode and Ms. Radhika Dubash – former investment professionals at the India office of Citigroup and Citigroup Venture Capital International (CVC).  Samara’s team members have diverse skills in corporate finance, structured finance, and private equity." "2007-11-15" "2008-03-03" "India" "Samara Capital has a target size of about $125 million.  IFC’s proposal is to invest up to $10 million of the Fund’s total commitments." "" "" "" "10" "http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/a3db006f8490ee94852576ba000e2a2e?OpenDocument"
"25792" NA "The International Finance Corporation." "2007-10-16" NA "Not found or country name unknown" "The project is to establish the IFC Global Infrastructure Project Development Facility or GIPDF, a facility of up to $100 million, which will provide IFC with a flexible platform from which IFC can pro-actively support the development of private and PPP infrastructure projects in IDA countries. The proposed IFC investment would be of up to $100 million equivalent. The total amount of the Facility has been recently revised to an amount of up to $100 million. IFC had initially contemplated implementing the Facility in two phases, with an initial phase investment of up to $12 million. In light of the substantial market needs, IFC has now decided to implement the Facility in one phase for an amount up to $100 million in order to maximize IFC's impact in the infrastructure project development arena." "" "" "100" "0" "http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/a80415fa831d5a0e852576ba000e2a6b?OpenDocument"
"25793" NA "The fund will be sponsored by the management team (51%) and CS (49%).  The management team, headed by Garcia and Medeiros, has worked together for over a decade and successfully invested in numerous companies in the region." "2007-06-27" "2007-06-28" "Argentina and/or Brazil" "The Fund has a target commitment size of $200 million.  The proposed IFC investment is $20 million in equity." "" "" "" "20" "http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/c66a083fcb513d7e852576ba000e2986?OpenDocument"
"25797" "South Asia" "Tata Power is one of India’s largest private power companies promoted by the Tata Group (Tatas or the Group) with operating generation capacity of about 2300 MW, distribution assets in Delhi and a transmission company. For the financial year ending March 31 2007, Tata Power had total revenues of $1.6 billion, EBITDA of $331 million and asset base of about $2.8 billion. Tata Power is listed on the Indian stock exchanges with a current market cap of about $5.5 billion and is locally rated AA by Crisil, S&P’s Indian subsidiary. The Group holds about 32% shares in Tata Power through its parent company Tata Sons Limited. Tata Power currently holds 100% shares of CGPL." "2008-04-08" "2008-04-24" "India" "The total project cost is estimated at about $4.14 billion which includes $3147 million of capital cost along with other items. The proposed investment by IFC is an A Loan of up to $450 million. IFC is also considering investing up to $50 million in equity as part of its exposure to the project. Additionally, IFC and CGPL are exploring the possibility of syndicating up to about $300 million in B loans for the project." "" "" "450" "" "http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/eab8e042d643a6ec852576ba000e2b15?OpenDocument http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/ecc4cb9da96c0888852576ba000e2c79?OpenDocument"
"25800" NA "Mr. Uday Kotak, together with his family, is the principal sponsor and holds a 55.77% stake in the Bank.  Foreign Institutional Investors hold around 22.70% of the Bank.  The remaining shares are held by individuals, domestic banks and other financial institutions.  The Bank’s shares are listed on the Bombay Stock Exchange and the National Stock Exchange and the Global Depository Shares are listed on the Luxemburg Stock Exchange." "2007-03-16" "2007-03-21" "India" "The total project size is estimated at around $45 million, composed of a 15-year subordinated debt for IFC’s own account." "" "" "45" "" "http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/6bf214f20a04ab92852576ba000e2979?OpenDocument"
"25803" NA "Newauto was founded in 1990 by Mr. Zheng Fushuang. The company developed China’s first character generator (1994), first non-linear editing system (1997), and was the first enterprise to be certified for the 3D virtual studio system (2001).  Currently, the company is a subsidiary of Newauto Group, a diversified group controlled by Mr. Zheng with interests in IT, media and property management." "2010-08-06" "2007-09-09" "China" "Newauto is raising $20 million expansion capital and the proceeds will be used for research and development, acquisitions of small local businesses, and establishment of a digital media editing/indexing service arm.  IFC is considering participating in this round of financing." "" "" "" "11" "http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/db1b1d18125ed9b5852576ba000e298a?OpenDocument"
"25805" "South Asia" "The project sponsor is Max India Ltd, a listed company (Bombay and National Stock Exchanges), which commenced operations in the 1980s. It is a multi-business company with interests in life insurance, healthcare, clinical research, specialty plastics and health staffing. It’s Chairman and founder, Analjit Singh, along with other promoters, owns 41% of Max India. The remaining shares in Max India are owned by foreign institutional/other investors and resident individuals. Max India owns 70% of Max Healthcare and Warburg Pincus is the other main shareholder of Max Healthcare with a 23% shareholding." "2007-05-24" "2007-06-29" "Not found or country name unknown" "The total project cost is estimated at $90.0 million. The proposed IFC investment is a $66.7 million equity and quasi-equity investment for IFC’s own account." "" "" "" "67.14" "http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/08245891d488afee852576ba000e29c6?OpenDocument http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/d7ccfd36715454d4852576ba000e29ce?OpenDocument"
"25808" "Sub-Saharan Africa" "Teylium Telecom (TT) is a wholly-owned subsidiary of the Teylium Group, which, in turn, is wholly-owned and controlled by Yerim Sow, a Senegalese national who has been active in telecoms in Francophone West Africa since 1994 with paging and internet access companies in Senegal and later with the first GSM network in Cote d’Ivoire, Loteny Telecom (later rebranded as MTN Cote D’Ivoire).  In late 2005, Mr. Sow sold a controlling interest in Loteny Telecom to the MTN Group, retaining a 15% stake and becoming the Chairman of the board of MTN Cote D’Ivoire. Using his successful experience in setting up and operating telecom businesses in West Africa, Mr. Sow now plans to build a successful pan-African mobile operator. In addition to Guinea and Cape Verde, TT is bidding for licenses in Liberia and Sierra Leone.  In addition to its telecom assets, the Teylium Group holds stakes in the financial services sector (5% of Bank of Africa Group in which FMO is an investor and 80% of Bridgebank, an Ivorian bank centered on SME), aviation (corporate aircraft leasing) and hotel properties in Senegal." "2007-12-11" "2007-12-19" "Not found or country name unknown" "The project cost for T Plus is $15.0 million, consisting of:  $12.3 million for capital expenditures, $0.5 million for license payments, and $2.2 million for other start-up costs.  The IFC investment would comprise two components:  - a senior loan A of up to a maximum of $3.3 million and  - a C loan of up to a maximum of $1.8 million equivalent." "" "" "5.77" "" "http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/13992073156ff3a3852576ba000e2abd?OpenDocument http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/6609d53fd6eea5d9852576ba000e2abc?OpenDocument"
"25818" NA "The shareholders in Wizzit Payments (Pty) Ltd are: - Management 55.5%;  - Private investors 30.0%;  - Black Economic Empowerment shareholders 14.5%." "2007-11-09" "2007-11-20" "South Africa" "The total project cost is estimated at $5 million.  IFC’s investment is expected to be approximately $2.5 million in equity." "" "" "" "2" "http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/9b95fe0edbb010ed852576ba000e29f3?OpenDocument"
